Название,Описание,Регион,Город,Имя,Email,Сайт,Телефоны,Адрес
61_Верхнедонской_КФХ 020,"зерновые, подсолнечник, зернобобовые, кориандр",Ростовская область,Верхнедонской район,,,,8-905-426-1841,"346184, х. Морозовский"
61_Верхнедонской_КФХ 021,"зерновые, подсолнечник",Ростовская область,Верхнедонской район,,,,8-928-154-7864,"346182, ст. Шумилинская"
61_Верхнедонской_КФХ 022,зерновые,Ростовская область,Верхнедонской район,,,,8-900-946-1975,"346183, х. Новониколаевский"
61_Верхнедонской_КФХ 023,"пшеница, подсолнечник, ячмень",Ростовская область,Верхнедонской район,,,,8-928-154-0482,"346183, ст. Шумилинская"
61_Веселовский_КФХ 001,"зерновые, технические культуры; услуги по уборке урожая",Ростовская область,Веселовский район,,,,8-928-153-4988,"347796, п. Новый"
61_Веселовский_КФХ 002,"зерновые, технические",Ростовская область,Веселовский район,,,,8-929-819-0940,"347785, х. Позднеевка"
61_Веселовский_КФХ 003,"пшеница, ячмень, подсолнечник",Ростовская область,Веселовский район,,,,8-961-436-1034,"347784, х. Красный Маныч"
61_Веселовский_КФХ 004,лук,Ростовская область,Веселовский район,,,,8-928-137-9264,"347781, Веселовский р-н, п. Веселый"
61_Веселовский_КФХ 005,"зерновые, масличные культуры",Ростовская область,Веселовский район,,,,"(86358) 6-22-58, 8-928-194-3080","347796, п. Новый"
61_Веселовский_КФХ 006,"зерновые, свёкла столовая",Ростовская область,Веселовский район,,,,8-928-164-3977,"347780, п. Веселый"
