Название,Описание,Регион,Город,Имя,Email,Сайт,Телефоны,Адрес
Отдел сельского хозяйства администрации МР Учалинский район РБ,,Республика Башкортостан,Учалинский район,Зам. нач.: Нажмутдинов Равиль Кирамович,61.nazhmutdinov.rk@bashkortostan.ru,https://uchaly.bashkortostan.ru/,(34791) 6-14-61,"453700, г. Учалы, К. Маркса, 20"
Отдел сельского хозяйства администрации МР Хайбуллинский район РБ,,Республика Башкортостан,Хайбуллинский район,Нач.: Буренин Александр Михайлович,adm39@bashkortostan.ru,https://haibulla.bashkortostan.ru/,"(34758) 2-11-46, (34758) 2-12-44","453800, с. Акъяр, пр-кт Салавата Юлаева, 45"
Отдел сельского хозяйства администрации МР Чекмагушевский район Республики Башкортостан,,Республика Башкортостан,Чекмагушевский район,,ush_chekmagush@mail.ru,https://chekmagush.bashkortostan.ru/,"(34796) 3-16-48, 3-11-10, 3-21-09","452200, с. Чекмагуш, Ленина, 55"
Отдел сельского хозяйства администрации МР Шаранский район Республики Башкортостан,,Республика Башкортостан,Шаранский район,Зам. главы адм. по с/х: Бикбулатов Радмир Флюрович,adm42@bashkortostan.ru,https://sharan.bashkortostan.ru/,(34769) 2-10-11,"452630, с. Шаран, Пролетарская, 1"
Отдел сельского хозяйства администрации МР Янаульский район Республики Башкортостан,,Республика Башкортостан,Янаульский район,Зам. главы адм. по с/х: Алимгафаров Рустам Рамилевич,62.osh@bashkortostan.ru,https://yanaul.bashkortostan.ru/,(34760) 5-47-30,"452800, г. Янаул, Азина, 30"
Отдел сельского хозяйства администрации Муниципального района Туймазинский район,,Республика Башкортостан,Туймазинский район,Нач.: Шарафутдинов Рамиль Раисович,ush-tat@mail.ru,https://tuimazy.bashkortostan.ru/,(34778) 2-14-62,"452755, г. Туймазы, Островского, 34"
«Управление по развитию АПК МР Стерлитамакский район Республики Башкортостан» МКУ,,Республика Башкортостан,Стерлитамакский район,Рук.: Губайдуллин Иншар Мавлиярович,,https://str.bashkortostan.ru/,"(3473) 21-89-50, 25-37-84, 25-11-78","453100, г. Стерлитамак, Худайбердина, 16"
Управление с/х МР Кармаскалинский район Республики Башкортостан,,Республика Башкортостан,Кармаскалинский район,Нач.: Латыпов Ильдар Рауфович,adm23@bashkortostan.ru,https://admkarm.bashkortostan.ru/,"(34765) 2-14-03, (34765) 2-10-44","453020, с. Кармаскалы, Садовая, 23"
Управление сельского хозяйства администрации МО Чишминский район РБ,,Республика Башкортостан,Чишминский район,Первый зам. главы адм. - нач. упр. с/х: Каримов Эрнес Альфирович,Karimov.EA@bashkortostan.ru,https://chishmy.bashkortostan.ru/,(34797) 2-35-09,"452170, р.п. Чишмы, Кирова, 50"
«Управление сельского хозяйства администрации МР Бижбулякский район Республики Башкортостан» МКУ,,Республика Башкортостан,Бижбулякский район,Нач.: Галеев Артур Амурович,,,"(34743) 2-11-38, 2-12-68","452040, с. Бижбуляк, Победы, 12"
Управление сельского хозяйства администрации МР Федоровский район Республики Башкортостан,,Республика Башкортостан,Фёдоровский район,Нач.: Сальников Александр Евграфович,adm38@bashkortostan.ru,https://fedorovka.bashkortostan.ru/,"(34746) 2-29-91, 2-73-74","453280, с. Федоровка, Ленина, 50"
Управление сельского хозяйства и продовольствия администрации МР Татышлинский район Республики Башкортостан,,Республика Башкортостан,Татышлинский район,Нач.: Гореликов Вадим Васильевич,ush-tat@mail.ru,https://tatyshlinski.bashkortostan.ru/,(34778) 2-14-62,"452830, с. Верхние Татышлы, Ленина, 71"
Управление сельского хозяйства и развития сельских территорий администрации МР Бураевский район МКУ,,Республика Башкортостан,Бураевский район,Нач.: Нурмухаметов Ильвер Габдуллович,osh-br@mail.ru,,"(34756) 2-23-73, 2-23-76","452960, Бураевский р-н, с. Бураево, Мичурина, 4"
